STUDENT,AIRPLANE,INSTUCTOR,TAKEOFF,LANDING,FILED,AREA
S01203,157ZA,I060,2018-01-06T12:00:00-05:00,2018-01-06T14:00:00-05:00,VFR,Pattern
S00812,436MK,,2018-01-06T08:00:00-05:00,2018-01-06T10:00:00-05:00,VFR,Pattern
S00905,738GG,I072,2018-01-07T09:00:00-05:00,2018-01-07T11:00:00-05:00,VFR,Pattern
S01059,738GG,I053,2018-01-07T11:00:00-05:00,2018-01-07T13:00:00-05:00,VFR,Pattern
S00934,426JQ,I061,2018-01-07T09:00:00-05:00,2018-01-07T11:00:00-05:00,VFR,Pattern
S00753,157ZA,I053,2018-01-07T09:00:00-05:00,2018-01-07T11:00:00-05:00,VFR,Pattern
S01199,426JQ,I072,2018-01-07T11:00:00-05:00,2018-01-07T13:00:00-05:00,VFR,Pattern
S00877,811AX,I061,2018-01-07T11:00:00-05:00,2018-01-07T14:00:00-05:00,VFR,Cross Country
S00964,426JQ,I072,2018-01-07T13:00:00-05:00,2018-01-07T15:00:00-05:00,VFR,Pattern
S00967,133CZ,I077,2018-01-07T09:00:00-05:00,2018-01-07T13:00:00-05:00,VFR,Cross Country
S01079,133CZ,I053,2018-01-07T13:00:00-05:00,2018-01-07T15:00:00-05:00,VFR,Pattern
S01094,811AX,I061,2018-01-07T14:00:00-05:00,2018-01-07T16:00:00-05:00,VFR,Pattern
S01196,738GG,I097,2018-01-07T13:00:00-05:00,2018-01-07T15:00:00-05:00,VFR,Pattern
S01110,811AX,I097,2018-01-07T09:00:00-05:00,2018-01-07T11:00:00-05:00,VFR,Pattern
S00816,548QR,I097,2018-01-07T11:00:00-05:00,2018-01-07T13:00:00-05:00,VFR,Pattern
S00762,684TM,I077,2018-01-07T13:00:00-05:00,2018-01-07T15:00:00-05:00,VFR,Pattern
S01017,684TM,I003,2018-01-07T08:00:00-05:00,2018-01-07T10:00:00-05:00,VFR,Pattern
S01047,254SE,I010,2018-01-07T08:00:00-05:00,2018-01-07T12:00:00-05:00,VFR,Cross Country
S00682,385AT,I096,2018-01-07T09:00:00-05:00,2018-01-07T12:00:00-05:00,VFR,Practice Area
S01177,684TM,I003,2018-01-07T10:00:00-05:00,2018-01-07T12:00:00-05:00,VFR,Pattern
S01162,254SE,I003,2018-01-07T12:00:00-05:00,2018-01-07T14:00:00-05:00,VFR,Pattern
S01034,217PQ,I010,2018-01-07T12:00:00-05:00,2018-01-07T14:00:00-05:00,VFR,Pattern
S01088,157ZA,I096,2018-01-07T12:00:00-05:00,2018-01-07T14:00:00-05:00,VFR,Pattern
S00919,548QR,,2018-01-07T08:00:00-05:00,2018-01-07T10:00:00-05:00,VFR,Pattern
S00990,217PQ,,2018-01-07T08:00:00-05:00,2018-01-07T10:00:00-05:00,VFR,Pattern
S00663,254SE,I096,2018-01-07T14:00:00-05:00,2018-01-07T16:00:00-05:00,VFR,Pattern
S01184,217PQ,I010,2018-01-07T14:00:00-05:00,2018-01-07T16:00:00-05:00,VFR,Pattern
S01172,157ZA,I003,2018-01-07T14:00:00-05:00,2018-01-07T16:00:00-05:00,VFR,Pattern
S01128,738GG,I061,2018-01-08T09:00:00-05:00,2018-01-08T11:00:00-05:00,VFR,Practice Area
S01191,738GG,I053,2018-01-08T11:00:00-05:00,2018-01-08T13:00:00-05:00,VFR,Practice Area
S01167,217PQ,I076,2018-01-08T09:00:00-05:00,2018-01-08T12:00:00-05:00,VFR,Practice Area
S01209,548QR,I072,2018-01-08T09:00:00-05:00,2018-01-08T11:00:00-05:00,VFR,Pattern
S01259,133CZ,I053,2018-01-08T09:00:00-05:00,2018-01-08T11:00:00-05:00,VFR,Practice Area
S00990,157ZA,I097,2018-01-08T09:00:00-05:00,2018-01-08T12:00:00-05:00,IFR,Practice Area
S00812,548QR,I072,2018-01-08T11:00:00-05:00,2018-01-08T13:00:00-05:00,VFR,Pattern
S01051,684TM,I097,2018-01-08T12:00:00-05:00,2018-01-08T14:00:00-05:00,IFR,Practice Area
S01258,811AX,I061,2018-01-08T11:00:00-05:00,2018-01-08T13:00:00-05:00,VFR,Pattern
S00549,254SE,,2018-01-08T08:00:00-05:00,2018-01-08T10:00:00-05:00,IFR,Pattern
S00847,548QR,I032,2018-01-08T16:00:00-05:00,2018-01-08T18:00:00-05:00,IFR,Pattern
S01158,157ZA,I032,2018-01-08T12:00:00-05:00,2018-01-08T16:00:00-05:00,IFR,Cross Country
S01256,254SE,I076,2018-01-08T12:00:00-05:00,2018-01-08T14:00:00-05:00,VFR,Pattern
S01064,548QR,I097,2018-01-08T14:00:00-05:00,2018-01-08T16:00:00-05:00,IFR,Pattern
S00564,254SE,I032,2018-01-08T18:00:00-05:00,2018-01-08T20:00:00-05:00,IFR,Pattern
S01188,217PQ,I053,2018-01-08T13:00:00-05:00,2018-01-08T15:00:00-05:00,VFR,Pattern
S00980,684TM,I010,2018-01-08T08:00:00-05:00,2018-01-08T10:00:00-05:00,IFR,Pattern
S00919,254SE,,2018-01-08T10:00:00-05:00,2018-01-08T12:00:00-05:00,VFR,Pattern
S01128,738GG,I061,2018-01-09T09:00:00-05:00,2018-01-09T11:00:00-05:00,VFR,Pattern
S01161,738GG,I076,2018-01-09T14:00:00-05:00,2018-01-09T16:00:00-05:00,VFR,Pattern
S01209,217PQ,I010,2018-01-09T08:00:00-05:00,2018-01-09T11:00:00-05:00,VFR,Practice Area
S01259,426JQ,I076,2018-01-09T09:00:00-05:00,2018-01-09T11:00:00-05:00,VFR,Pattern
S00990,548QR,,2018-01-09T08:00:00-05:00,2018-01-09T10:00:00-05:00,VFR,Pattern
S00812,684TM,I053,2018-01-09T09:00:00-05:00,2018-01-09T11:00:00-05:00,VFR,Practice Area
S01051,157ZA,I097,2018-01-09T09:00:00-05:00,2018-01-09T12:00:00-05:00,IFR,Practice Area
S01258,811AX,I061,2018-01-09T14:00:00-05:00,2018-01-09T16:00:00-05:00,VFR,Pattern
S00549,254SE,,2018-01-09T08:00:00-05:00,2018-01-09T10:00:00-05:00,IFR,Pattern
S00847,548QR,,2018-01-09T10:00:00-05:00,2018-01-09T12:00:00-05:00,IFR,Pattern
S01158,254SE,I097,2018-01-09T12:00:00-05:00,2018-01-09T14:00:00-05:00,IFR,Pattern
S01064,684TM,I060,2018-01-09T12:00:00-05:00,2018-01-09T14:00:00-05:00,IFR,Pattern
S00980,157ZA,I032,2018-01-09T12:00:00-05:00,2018-01-09T15:00:00-05:00,IFR,Practice Area
S01145,684TM,I076,2018-01-10T09:00:00-05:00,2018-01-10T11:00:00-05:00,VFR,Pattern
S01152,217PQ,I053,2018-01-10T09:00:00-05:00,2018-01-10T11:00:00-05:00,VFR,Practice Area
S01124,548QR,I061,2018-01-10T09:00:00-05:00,2018-01-10T12:00:00-05:00,VFR,Practice Area
S01176,684TM,I053,2018-01-10T11:00:00-05:00,2018-01-10T14:00:00-05:00,VFR,Practice Area
S00549,684TM,I060,2018-01-10T16:00:00-05:00,2018-01-10T18:00:00-05:00,IFR,Pattern
S01256,254SE,I076,2018-01-10T11:00:00-05:00,2018-01-10T13:00:00-05:00,VFR,Pattern
S00564,157ZA,I077,2018-01-10T09:00:00-05:00,2018-01-10T12:00:00-05:00,IFR,Practice Area
S01188,548QR,I061,2018-01-10T12:00:00-05:00,2018-01-10T15:00:00-05:00,VFR,Practice Area
S00919,254SE,,2018-01-10T08:00:00-05:00,2018-01-10T10:00:00-05:00,VFR,Pattern
S01203,157ZA,I076,2018-01-10T13:00:00-05:00,2018-01-10T15:00:00-05:00,VFR,Pattern
S01145,684TM,I076,2018-01-11T09:00:00-05:00,2018-01-11T11:00:00-05:00,VFR,Pattern
S01088,217PQ,I072,2018-01-11T09:00:00-05:00,2018-01-11T11:00:00-05:00,VFR,Pattern
S01203,157ZA,I076,2018-01-11T11:00:00-05:00,2018-01-11T13:00:00-05:00,VFR,Pattern
S01124,157ZA,I076,2018-01-12T12:00:00-05:00,2018-01-12T15:00:00-05:00,VFR,Practice Area
S01136,157ZA,I076,2018-01-12T09:00:00-05:00,2018-01-12T11:00:00-05:00,VFR,Pattern
S00772,811AX,I061,2018-01-13T13:00:00-05:00,2018-01-13T15:00:00-05:00,VFR,Pattern
S00935,426JQ,I053,2018-01-13T14:00:00-05:00,2018-01-13T16:00:00-05:00,VFR,Pattern
S01155,133CZ,I072,2018-01-13T14:00:00-05:00,2018-01-13T16:00:00-05:00,VFR,Pattern
S01034,157ZA,I060,2018-01-13T14:00:00-05:00,2018-01-13T16:00:00-05:00,VFR,Pattern
S01162,157ZA,I053,2018-01-13T09:00:00-05:00,2018-01-13T11:00:00-05:00,VFR,Pattern
S01201,738GG,I072,2018-01-14T14:00:00-05:00,2018-01-14T16:00:00-05:00,VFR,Pattern
S00786,217PQ,I053,2018-01-14T10:00:00-05:00,2018-01-14T12:00:00-05:00,VFR,Pattern
S00873,133CZ,I053,2018-01-14T14:00:00-05:00,2018-01-14T16:00:00-05:00,VFR,Pattern
S00901,811AX,I061,2018-01-14T14:00:00-05:00,2018-01-14T16:00:00-05:00,VFR,Pattern
S01152,254SE,I097,2018-01-14T14:00:00-05:00,2018-01-14T16:00:00-05:00,VFR,Pattern
S00982,426JQ,I077,2018-01-14T14:00:00-05:00,2018-01-14T16:00:00-05:00,VFR,Pattern
S01130,738GG,I072,2018-01-14T12:00:00-05:00,2018-01-14T14:00:00-05:00,VFR,Pattern
S01088,217PQ,I010,2018-01-14T14:00:00-05:00,2018-01-14T16:00:00-05:00,VFR,Pattern
S00914,811AX,I072,2018-01-14T09:00:00-05:00,2018-01-14T11:00:00-05:00,VFR,Pattern
S00729,548QR,I096,2018-01-14T14:00:00-05:00,2018-01-14T16:00:00-05:00,VFR,Pattern
S00952,133CZ,I061,2018-01-14T12:00:00-05:00,2018-01-14T14:00:00-05:00,VFR,Pattern
S01094,426JQ,I053,2018-01-14T12:00:00-05:00,2018-01-14T14:00:00-05:00,VFR,Pattern
S01177,684TM,I003,2018-01-14T14:00:00-05:00,2018-01-14T16:00:00-05:00,VFR,Pattern
S01161,738GG,I076,2018-01-15T09:00:00-05:00,2018-01-15T11:00:00-05:00,VFR,Pattern
S01051,157ZA,I097,2018-01-15T09:00:00-05:00,2018-01-15T12:00:00-05:00,IFR,Practice Area
S00980,548QR,I097,2018-01-15T12:00:00-05:00,2018-01-15T15:00:00-05:00,IFR,Practice Area
S01064,157ZA,I032,2018-01-15T12:00:00-05:00,2018-01-15T15:00:00-05:00,IFR,Practice Area
S01261,133CZ,I053,2018-01-15T09:00:00-05:00,2018-01-15T12:00:00-05:00,VFR,Cross Country
S01124,684TM,I072,2018-01-15T09:00:00-05:00,2018-01-15T11:00:00-05:00,VFR,Pattern
S00990,217PQ,,2018-01-15T08:00:00-05:00,2018-01-15T10:00:00-05:00,VFR,Pattern
S01260,426JQ,I061,2018-01-15T09:00:00-05:00,2018-01-15T11:00:00-05:00,VFR,Pattern
S01259,426JQ,I076,2018-01-15T11:00:00-05:00,2018-01-15T14:00:00-05:00,VFR,Cross Country
S01265,217PQ,I061,2018-01-15T11:00:00-05:00,2018-01-15T15:00:00-05:00,VFR,Cross Country
S01258,133CZ,I072,2018-01-15T12:00:00-05:00,2018-01-15T14:00:00-05:00,VFR,Pattern
S01158,548QR,I010,2018-01-15T08:00:00-05:00,2018-01-15T10:00:00-05:00,IFR,Pattern
S00812,254SE,I053,2018-01-15T12:00:00-05:00,2018-01-15T14:00:00-05:00,VFR,Pattern
S01269,254SE,I076,2018-01-15T14:00:00-05:00,2018-01-15T16:00:00-05:00,VFR,Practice Area
S01256,684TM,I053,2018-01-15T14:00:00-05:00,2018-01-15T16:00:00-05:00,VFR,Pattern
S00564,157ZA,I032,2018-01-15T16:00:00-05:00,2018-01-15T18:00:00-05:00,IFR,Pattern
S00549,254SE,,2018-01-15T08:00:00-05:00,2018-01-15T10:00:00-05:00,IFR,Pattern
S00847,548QR,,2018-01-15T10:00:00-05:00,2018-01-15T12:00:00-05:00,IFR,Pattern
S01161,738GG,I076,2018-01-16T09:00:00-05:00,2018-01-16T12:00:00-05:00,VFR,Practice Area
S01191,738GG,I053,2018-01-16T12:00:00-05:00,2018-01-16T14:00:00-05:00,VFR,Pattern
S01176,157ZA,I053,2018-01-16T09:00:00-05:00,2018-01-16T11:00:00-05:00,VFR,Practice Area
S01051,548QR,I097,2018-01-16T09:00:00-05:00,2018-01-16T11:00:00-05:00,IFR,Pattern
S00980,254SE,I097,2018-01-16T11:00:00-05:00,2018-01-16T13:00:00-05:00,IFR,Pattern
S01064,548QR,I060,2018-01-16T12:00:00-05:00,2018-01-16T14:00:00-05:00,IFR,Pattern
S01261,133CZ,I061,2018-01-16T09:00:00-05:00,2018-01-16T11:00:00-05:00,VFR,Pattern
S01124,684TM,I061,2018-01-16T11:00:00-05:00,2018-01-16T13:00:00-05:00,VFR,Pattern
S01260,133CZ,I076,2018-01-16T12:00:00-05:00,2018-01-16T14:00:00-05:00,VFR,Pattern
S01259,426JQ,I032,2018-01-16T12:00:00-05:00,2018-01-16T14:00:00-05:00,VFR,Pattern
S01258,426JQ,I010,2018-01-16T08:00:00-05:00,2018-01-16T12:00:00-05:00,VFR,Cross Country
S01158,385AT,I010,2018-01-16T12:00:00-05:00,2018-01-16T14:00:00-05:00,IFR,Pattern
S01269,217PQ,I096,2018-01-16T09:00:00-05:00,2018-01-16T12:00:00-05:00,VFR,Practice Area
S01256,217PQ,I096,2018-01-16T12:00:00-05:00,2018-01-16T14:00:00-05:00,VFR,Pattern
S00549,684TM,,2018-01-16T08:00:00-05:00,2018-01-16T10:00:00-05:00,IFR,Pattern
S00847,254SE,,2018-01-16T08:00:00-05:00,2018-01-16T10:00:00-05:00,IFR,Pattern
S01191,738GG,I053,2018-01-17T09:00:00-05:00,2018-01-17T11:00:00-05:00,VFR,Practice Area
S01176,254SE,I061,2018-01-17T09:00:00-05:00,2018-01-17T11:00:00-05:00,VFR,Practice Area
S01265,684TM,I076,2018-01-17T09:00:00-05:00,2018-01-17T11:00:00-05:00,VFR,Pattern
S00812,254SE,I076,2018-01-17T11:00:00-05:00,2018-01-17T14:00:00-05:00,VFR,Practice Area
S01269,548QR,I061,2018-01-17T11:00:00-05:00,2018-01-17T13:00:00-05:00,VFR,Pattern
S00564,548QR,I077,2018-01-17T09:00:00-05:00,2018-01-17T11:00:00-05:00,IFR,Pattern
S00549,217PQ,,2018-01-17T08:00:00-05:00,2018-01-17T10:00:00-05:00,IFR,Pattern
S01145,548QR,I072,2018-01-18T09:00:00-05:00,2018-01-18T11:00:00-05:00,VFR,Pattern
S01167,217PQ,I076,2018-01-18T09:00:00-05:00,2018-01-18T11:00:00-05:00,VFR,Pattern
S01133,684TM,I072,2018-01-18T11:00:00-05:00,2018-01-18T13:00:00-05:00,VFR,Pattern
S01265,217PQ,I076,2018-01-18T11:00:00-05:00,2018-01-18T13:00:00-05:00,VFR,Practice Area
S01188,157ZA,I072,2018-01-19T09:00:00-05:00,2018-01-19T11:00:00-05:00,VFR,Pattern
S01128,738GG,I076,2018-01-19T09:00:00-05:00,2018-01-19T12:00:00-05:00,VFR,Practice Area
S00722,738GG,I053,2018-01-20T09:00:00-05:00,2018-01-20T11:00:00-05:00,VFR,Practice Area
S01054,133CZ,I061,2018-01-20T09:00:00-05:00,2018-01-20T11:00:00-05:00,VFR,Practice Area
S01073,426JQ,I072,2018-01-20T09:00:00-05:00,2018-01-20T11:00:00-05:00,VFR,Pattern
S00818,133CZ,I072,2018-01-20T11:00:00-05:00,2018-01-20T13:00:00-05:00,VFR,Pattern
S01027,426JQ,I061,2018-01-20T11:00:00-05:00,2018-01-20T13:00:00-05:00,VFR,Pattern
S00891,738GG,I053,2018-01-20T11:00:00-05:00,2018-01-20T13:00:00-05:00,VFR,Practice Area
S00833,426JQ,I053,2018-01-20T13:00:00-05:00,2018-01-20T15:00:00-05:00,VFR,Pattern
S01006,133CZ,I072,2018-01-20T13:00:00-05:00,2018-01-20T15:00:00-05:00,VFR,Pattern
S00811,426JQ,I072,2018-01-20T15:00:00-05:00,2018-01-20T17:00:00-05:00,VFR,Pattern
S01183,133CZ,I053,2018-01-20T15:00:00-05:00,2018-01-20T17:00:00-05:00,VFR,Pattern
S00829,684TM,I061,2018-01-20T13:00:00-05:00,2018-01-20T15:00:00-05:00,VFR,Pattern
S00718,157ZA,I061,2018-01-20T15:00:00-05:00,2018-01-20T17:00:00-05:00,VFR,Pattern
S01167,157ZA,I097,2018-01-20T09:00:00-05:00,2018-01-20T12:00:00-05:00,VFR,Practice Area
S00744,684TM,I077,2018-01-20T09:00:00-05:00,2018-01-20T11:00:00-05:00,VFR,Practice Area
S00678,217PQ,I077,2018-01-20T11:00:00-05:00,2018-01-20T14:00:00-05:00,VFR,Practice Area
S01184,254SE,I097,2018-01-20T12:00:00-05:00,2018-01-20T14:00:00-05:00,VFR,Pattern
S01017,548QR,I060,2018-01-20T12:00:00-05:00,2018-01-20T14:00:00-05:00,VFR,Pattern
S00762,548QR,I060,2018-01-20T14:00:00-05:00,2018-01-20T16:00:00-05:00,VFR,Pattern
S01175,738GG,I077,2018-01-20T14:00:00-05:00,2018-01-20T16:00:00-05:00,VFR,Pattern
S01162,217PQ,I097,2018-01-20T14:00:00-05:00,2018-01-20T17:00:00-05:00,VFR,Practice Area
S01188,254SE,I003,2018-01-20T08:00:00-05:00,2018-01-20T11:00:00-05:00,VFR,Practice Area
S01071,548QR,I010,2018-01-20T08:00:00-05:00,2018-01-20T10:00:00-05:00,VFR,Pattern
S01213,548QR,I010,2018-01-20T10:00:00-05:00,2018-01-20T12:00:00-05:00,VFR,Pattern
S01148,684TM,I096,2018-01-20T11:00:00-05:00,2018-01-20T13:00:00-05:00,VFR,Pattern
S01172,157ZA,I003,2018-01-20T12:00:00-05:00,2018-01-20T14:00:00-05:00,VFR,Pattern
S00729,254SE,I096,2018-01-20T14:00:00-05:00,2018-01-20T16:00:00-05:00,VFR,Practice Area
S00786,684TM,I003,2018-01-20T15:00:00-05:00,2018-01-20T17:00:00-05:00,VFR,Pattern
S00963,133CZ,I072,2018-01-21T11:00:00-05:00,2018-01-21T14:00:00-05:00,VFR,Practice Area
S01139,133CZ,I053,2018-01-21T14:00:00-05:00,2018-01-21T16:00:00-05:00,VFR,Pattern
S00841,548QR,I061,2018-01-21T11:00:00-05:00,2018-01-21T13:00:00-05:00,VFR,Pattern
S00836,254SE,I053,2018-01-21T09:00:00-05:00,2018-01-21T12:00:00-05:00,VFR,Practice Area
S00985,157ZA,I053,2018-01-21T12:00:00-05:00,2018-01-21T14:00:00-05:00,VFR,Practice Area
S00720,254SE,I061,2018-01-21T13:00:00-05:00,2018-01-21T15:00:00-05:00,VFR,Pattern
S00868,157ZA,I072,2018-01-21T14:00:00-05:00,2018-01-21T16:00:00-05:00,VFR,Pattern
S00816,684TM,I077,2018-01-21T09:00:00-05:00,2018-01-21T12:00:00-05:00,VFR,Practice Area
S00663,157ZA,I072,2018-01-21T09:00:00-05:00,2018-01-21T11:00:00-05:00,VFR,Practice Area
S01196,738GG,I097,2018-01-21T11:00:00-05:00,2018-01-21T15:00:00-05:00,VFR,Cross Country
S01136,684TM,I061,2018-01-21T15:00:00-05:00,2018-01-21T17:00:00-05:00,VFR,Practice Area
S01059,738GG,I077,2018-01-21T15:00:00-05:00,2018-01-21T17:00:00-05:00,VFR,Practice Area
S01075,684TM,I077,2018-01-21T12:00:00-05:00,2018-01-21T14:00:00-05:00,VFR,Pattern
S01203,548QR,I097,2018-01-21T15:00:00-05:00,2018-01-21T17:00:00-05:00,VFR,Pattern
S01130,738GG,I003,2018-01-21T08:00:00-05:00,2018-01-21T10:00:00-05:00,IFR,Practice Area
S01177,548QR,I010,2018-01-21T08:00:00-05:00,2018-01-21T10:00:00-05:00,VFR,Pattern
S01188,254SE,I061,2018-01-22T09:00:00-05:00,2018-01-22T11:00:00-05:00,VFR,Pattern
S01203,684TM,I072,2018-01-22T09:00:00-05:00,2018-01-22T11:00:00-05:00,VFR,Pattern
S01167,548QR,I076,2018-01-22T09:00:00-05:00,2018-01-22T11:00:00-05:00,VFR,Pattern
S00847,446BU,I097,2018-01-22T09:00:00-05:00,2018-01-22T11:00:00-05:00,IFR,Pattern
S01265,254SE,I061,2018-01-22T11:00:00-05:00,2018-01-22T13:00:00-05:00,VFR,Pattern
S01269,684TM,I076,2018-01-22T11:00:00-05:00,2018-01-22T13:00:00-05:00,VFR,Pattern
S00812,548QR,,2018-01-22T11:00:00-05:00,2018-01-22T13:00:00-05:00,VFR,Pattern
S00980,684TM,I032,2018-01-22T13:00:00-05:00,2018-01-22T15:00:00-05:00,IFR,Pattern
S00564,684TM,,2018-01-22T15:00:00-05:00,2018-01-22T17:00:00-05:00,IFR,Pattern
S00549,254SE,,2018-01-22T15:00:00-05:00,2018-01-22T17:00:00-05:00,IFR,Practice Area
S01158,548QR,I097,2018-01-22T13:00:00-05:00,2018-01-22T15:00:00-05:00,IFR,Practice Area
S01270,548QR,I076,2018-01-22T15:00:00-05:00,2018-01-22T17:00:00-05:00,VFR,Practice Area
S01064,254SE,I010,2018-01-22T13:00:00-05:00,2018-01-22T15:00:00-05:00,IFR,Pattern
S01152,254SE,I076,2018-01-23T09:00:00-05:00,2018-01-23T11:00:00-05:00,VFR,Practice Area
S01191,738GG,I061,2018-01-23T09:00:00-05:00,2018-01-23T12:00:00-05:00,VFR,Practice Area
S01161,738GG,I053,2018-01-23T12:00:00-05:00,2018-01-23T15:00:00-05:00,VFR,Practice Area
S00847,684TM,I097,2018-01-23T09:00:00-05:00,2018-01-23T11:00:00-05:00,IFR,Pattern
S01265,217PQ,I053,2018-01-23T09:00:00-05:00,2018-01-23T11:00:00-05:00,VFR,Practice Area
S01269,548QR,I010,2018-01-23T09:00:00-05:00,2018-01-23T13:00:00-05:00,VFR,Cross Country
S00812,217PQ,,2018-01-23T11:00:00-05:00,2018-01-23T13:00:00-05:00,VFR,Pattern
S00549,684TM,I032,2018-01-23T17:00:00-05:00,2018-01-23T20:00:00-05:00,IFR,Practice Area
S01158,684TM,I097,2018-01-23T11:00:00-05:00,2018-01-23T13:00:00-05:00,IFR,Pattern
S01270,254SE,I076,2018-01-23T11:00:00-05:00,2018-01-23T13:00:00-05:00,VFR,Pattern
S01256,217PQ,I061,2018-01-23T13:00:00-05:00,2018-01-23T15:00:00-05:00,VFR,Pattern
S01064,684TM,I060,2018-01-23T13:00:00-05:00,2018-01-23T15:00:00-05:00,IFR,Pattern
S01051,548QR,I032,2018-01-23T13:00:00-05:00,2018-01-23T16:00:00-05:00,IFR,Practice Area
S01203,684TM,I061,2018-01-24T09:00:00-05:00,2018-01-24T11:00:00-05:00,VFR,Pattern
